"","logFC","logCPM","PValue"
"1552316_a_at",0.055820436888704,5.93455179670933,0.886100086836919
"1552318_at",0.123919258433254,6.03875954675147,0.764333852606528
"1552319_a_at",-0.0373222293868987,5.86754074090861,1
"1552320_a_at",0.0956566290840286,5.87125834818033,0.827402854902119
"1552321_a_at",0.16434989300877,5.85974759503111,0.762792115164799
"1552322_at",-0.0213368622278466,5.59327107438264,1
"1552323_s_at",-0.0161873361584506,5.94527019882106,1
"1552325_at",-0.00376686293493141,5.86303518304312,0.995390105261376
"1552326_a_at",0.723265379127349,6.11996968305055,0.0581200400459356
"1552327_at",0.127469739215992,5.81748795198331,0.898832528014714
"1552329_at",0.125955624291528,5.97221104527837,0.764473458004383
"1552330_at",-0.220616929798092,5.83647961759357,0.723073942184462
"1552332_at",0.019579882066552,5.72991077255503,1
"1552334_at",0.226006090605654,5.96675823194708,0.651236839445978
"1552335_at",-0.0175480950090521,5.52954243866481,1
"1552337_s_at",0.0298601578849049,5.54013677313206,1
"1552338_at",0.00964056851259719,5.48197487219169,1
"1552340_at",0.0234323706853483,5.59306236511417,1
"1552343_s_at",-0.0986306422721646,5.85023642817432,0.897070769101785
"1552344_s_at",-0.371996952720693,5.83865889939816,0.503835482318833
"1552347_at",0.207855210167774,5.93381923444518,0.676793549670894
"1552348_at",0.00178417897843605,5.85796109203179,1
"1552349_a_at",0.0374665343845788,5.88708081877396,0.95697747974167
"1552354_at",-0.120703795370552,5.78965275151222,0.806068877176717
"1552355_s_at",-0.0452675704693008,5.67580849186142,1
"1552359_at",-0.00546141816737581,5.66867463208042,1
"1552360_a_at",0.0623230297502217,5.85875191102732,0.995390105261376
"1552362_a_at",0.241299774914079,5.83257185470752,0.575020753729261
"1552364_s_at",-0.294194627165643,6.01256061663369,0.485639926551136
"1552365_at",0.431508518577616,6.70518783926419,0.327242746418053
"1552367_a_at",0.589259226590012,6.61108159334398,0.151757248147728
"1552368_at",0.00240265985533836,5.79653038540325,1
"1552370_at",-0.105821163692976,5.7608663755279,1
"1552372_at",0.00500950868932188,5.8168238476042,1
"1552373_s_at",0.0184684467643093,5.72754711833455,1
"1552375_at",0.0558195419548326,5.8543049312273,0.928933536662043
"1552377_s_at",0.0693350697902481,5.84513639984086,0.86201211580249
"1552378_s_at",-0.393993060773522,6.00175229751052,0.438804052340227
"1552379_at",0.0053036007806094,5.80403828421212,1
"1552381_at",-0.405725545161195,5.88787301689145,0.404835780846595
"1552383_at",-0.0420801356646335,5.96096814919622,0.992105490977644
"1552384_a_at",-0.00665851639342157,5.59106266756714,1
"1552386_at",0.155089580700092,5.65363144539354,0.960113952695098
"1552388_at",0.1315779043314,5.69320423016162,0.994292448266494
"1552389_at",0.0265319199306487,5.85096248786425,1
"1552390_a_at",0.0195500583890982,5.83474830685147,1
"1552391_at",0.0489786519997079,5.86224555325067,0.995390105261376
"1552393_at",0.0123536140078243,5.87504033120127,1
"1552394_a_at",-0.0302826154027313,5.71262208721402,1
"1552395_at",0.0174510384556658,5.51869977341138,1
"1552396_at",0.0179721992539032,5.80734550787596,1
"1552398_a_at",0.0144903816991371,5.78019636162886,1
"1552399_a_at",-0.187910573406548,5.96308901480612,0.720270578169717
"1552400_a_at",-0.235271169438383,5.8337435966996,0.723073942184462
"1552401_a_at",0.100187095864931,5.80403657783971,0.829529060861648
"1552402_at",-0.0251183940199029,5.81515320250449,1
"1552405_at",0.00896266919599239,5.52794863341186,1
"1552408_at",0.00422796504425434,5.61754037024694,1
"1552409_a_at",-0.0455098839768706,5.81122978862746,1
"1552410_at",-0.000583366941827005,5.59810991822046,1
"1552411_at",0.0465741918285512,5.47406508509239,1
"1552412_a_at",-0.00325397812155127,5.68114533402816,1
"1552414_at",-0.043264760540847,5.86735467861107,1
"1552415_a_at",0.0149352128658989,5.5301431478433,1
"1552417_a_at",0.240799489321933,6.00531236908142,0.55308934128247
"1552418_at",0.0313039794571497,5.58665833235857,1
"1552419_s_at",0.179663369536452,5.77380335174694,0.794486311619843
"1552421_a_at",0.0165007533499992,5.6127708644221,1
"1552422_at",-0.0209314153893903,5.86150104696975,1
"1552423_at",-0.200529295393087,5.91121337648817,0.693210472355361
"1552424_at",-0.00776773653347403,5.71193211546175,1
"1552425_a_at",0.0218340456672777,5.77919950073534,1
"1552426_a_at",-0.295800471157174,5.83246840333661,0.557610953606692
"1552427_at",-0.0651325046562326,5.88399052723041,1
"1552430_at",-0.173617476097605,6.00953296086055,0.798245162611172
"1552432_at",-0.0458734877824706,5.78968592394699,1
"1552436_a_at",0.0602390250379083,5.90137098193197,1
"1552438_a_at",0.0622610187025202,5.87088138653699,1
"1552439_s_at",-0.037477572231056,6.00823416523855,1
"1552440_at",0.0487927821750697,5.80718231745021,1
"1552445_a_at",-0.0135174565903516,5.90738433346537,1
"1552448_a_at",0.0447348382160998,5.88851509949631,0.95697747974167
"1552449_a_at",0.0127235563876334,5.59864076829138,1
"1552450_a_at",-0.147061417903192,5.71229880991575,0.849453171506141
"1552452_at",0.0130701852597951,5.782689799716,1
"1552453_a_at",0.0141600778488064,5.54661827623701,1
"1552455_at",0.389437631070132,5.96770209829272,0.396763035363302
"1552456_a_at",0.00368132024226514,5.53809276365429,1
"1552457_a_at",0.0129534937657646,5.5637713171299,1
"1552458_at",-0.0157602972716806,5.87128437556655,1
"1552459_a_at",0.00940264614091506,5.61034828936024,1
"1552461_at",0.0129036852085767,5.54642034929177,1
"1552463_at",0.0118780918290199,5.61845756191517,1
"1552466_x_at",0.0520720279360288,6.00823162235408,0.938291021021785
"1552467_at",-0.116317296330134,5.91417034964165,0.853942278605491
"1552468_a_at",0.0114859829204403,5.55209060884998,1
"1552470_a_at",0.0891727179217292,5.6175723375324,1
"1552472_a_at",0.203923474275378,5.92806689345121,0.619821911939985
"1552473_at",-0.214945706059111,5.8727116486624,0.707733707196699
"1552474_a_at",-0.0624080848182256,5.81358341791173,1
"1552476_s_at",0.172516146014407,6.06854449259548,0.660483431254239
"1552477_a_at",0.0625947208332305,5.57960109940447,0.974091737546961
"1552478_a_at",0.0126942576017146,5.71856543440673,1
"1552480_s_at",-0.0153881743735909,5.96991574142861,1
"1552481_s_at",-0.210521453609963,5.95651507577308,0.776363564800183
"1552482_at",-0.0375371590764992,5.89700402965281,0.978906344089112
"1552484_at",0.00516955432455767,5.52514536944448,1
"1552485_at",-0.201832875659313,5.85152864792198,0.831822383763055
"1552486_s_at",-0.230203932605844,5.85621193862738,0.604246695836818
"1552487_a_at",3.18744578682324e-05,5.68598829072694,1
"1552489_s_at",-0.0527299032067871,5.68407945823593,1
"1552490_at",0.079085569348254,5.86511404751978,0.995390105261376
"1552491_at",0.0260500360273894,5.67397832269714,1
"1552493_s_at",0.0279631369634407,5.58352139294769,1
"1552494_at",0.0337925208427749,5.83496092977781,1
"1552496_a_at",0.0477820558543222,5.88535978641064,0.95697747974167
"1552497_a_at",-0.00799818873219263,5.88124878166941,1
"1552498_at",0.0384615457303203,5.8604802068789,0.995390105261376
"1552499_a_at",-0.0363142002821273,5.56700885985029,1
"1552501_a_at",0.00411310568875035,5.61425352930214,1
"1552502_s_at",0.0960582004710822,5.86542781799487,0.833587549652129
"1552503_at",-0.0662672833108558,5.54940387633425,0.967109443880908
"1552504_a_at",-0.149596790432479,5.74886647957731,0.826889836835638
"1552506_at",0.541376492546425,6.08784375306143,0.086337319104073
"1552507_at",0.7664692997812,6.29705873384462,0.0331661751773686
"1552508_at",0.243701210455776,5.92258022328608,0.564831845557814
"1552509_a_at",0.0299585085016066,5.61114596270355,1
"1552510_at",-0.0188305790206409,5.84310215642357,1
"1552511_a_at",0.00941645917790876,5.63839696110713,1
"1552514_at",0.760005100187193,6.03386521786343,0.0242539333557367
"1552515_at",0.0352478015353006,5.58839578102132,1
"1552516_a_at",0.391346056793826,5.97280334971772,0.280247249837086
"1552518_s_at",-0.0410333632450189,5.80887271931494,1
"1552519_at",-0.0569681696691112,5.76313734140768,1
"1552520_at",0.101856458077759,5.96085738512271,0.853343159187152
"1552521_a_at",0.233648703082212,6.02468826060557,0.533080357549662
"1552522_at",0.0186455942136545,5.85497562479017,0.995390105261376
"1552523_a_at",0.0407120230065715,5.86165685769576,0.995390105261376
"1552524_at",0.254196610430987,5.99818408292264,0.50380003284875
"1552526_at",0.0147872998393578,5.522054021135,1
"1552528_at",-0.0306136177419261,5.77399110660206,1
"1552531_a_at",0.0228619844693391,5.56542056557327,1
"1552532_a_at",0.0977398125481918,5.78125090813304,0.866351588018239
"1552535_at",0.0236742184735244,5.56692382963944,1
"1552536_at",0.195210057184224,5.98222273763047,0.627021699693305
"1552538_a_at",0.178329045769494,6.01335521916158,0.656411223269901
"1552540_s_at",0.0266595298429419,5.66080169297447,1
"1552541_at",-0.0714856829367209,5.87450778989128,0.939053894598097
"1552542_s_at",0.0617551160057372,5.5581201158136,1
"1552543_a_at",0.534988136703773,6.00278990658253,0.109685538401805
"1552544_at",0.0249023124938342,5.86582070080437,1
"1552546_a_at",0.0535988614355535,5.81692640614968,0.898832528014714
"1552548_at",0.0165111648413915,5.62197052645315,1
"1552549_a_at",0.0634519594546977,5.64433317079086,0.960113952695098
"1552552_s_at",0.0504206969727333,5.74971254701076,0.905845990226313
"1552553_a_at",0.0691309176405108,5.60752690650329,0.9217104034666
"1552554_a_at",0.0267855992684819,5.75192176751785,1
"1552555_at",-0.123513678275405,5.84972257487624,0.897070769101785
"1552557_a_at",-0.280587537466791,5.88672205371857,0.593972814983247
"1552558_a_at",0.065251819678237,6.12994436326035,0.892754686915153
"1552559_a_at",0.00977758952727645,5.72006672058986,1
"1552562_at",0.246439902834083,5.84141243767847,0.636151754899711
"1552563_a_at",-0.0702941166881869,5.9684221563066,0.932177416551874
"1552564_at",-0.148348445603187,5.89067716920474,0.812203701718445
"1552566_at",0.0192126367127686,5.56235374187044,1
"1552568_at",0.00463667429889886,5.60956519946575,1
"1552569_a_at",0.00932504620146136,5.51597580558468,1
"1552570_at",-0.0112709167296792,5.85220613338118,1
"1552572_a_at",-0.0436131724218362,5.83323530373605,1
"1552573_s_at",-0.0238710133596834,5.88567445050562,1
"1552575_a_at",-0.118308338205147,6.11999916225673,0.835518834973495
"1552576_at",-0.0497854053146237,6.11300580022367,1
"1552578_a_at",-0.0529363603224303,5.6383202016458,1
"1552579_a_at",-0.0842002026483885,5.72237448484489,1
"1552580_at",0.0344748969420911,5.82471925999129,0.967823673438605
"1552582_at",0.0287092421280843,5.77137686390217,1
"1552583_s_at",0.0220766701728208,5.54407702039757,1
"1552584_at",0.110462239104158,5.64886799445233,0.960113952695098
"1552585_s_at",0.0010551667110617,5.64751236786623,1
"1552586_at",-0.0264775068459707,5.78947559028417,1
"1552587_at",-0.0368356061476792,5.79328156327907,1
"1552588_a_at",0.0149584419493114,5.61659876289077,1
"1552590_a_at",0.00254322077667116,5.52471376030207,1
"1552592_at",0.0303506549525919,5.77979691415987,1
"1552594_at",0.117293763077561,5.63347844078065,0.788380307554262
"1552596_at",-0.163435332605618,5.84038627930391,0.897070769101785
"1552598_at",0.150501728052028,5.60979767576762,0.9217104034666
"1552599_at",0.0246418626806441,5.55700474407029,1
"1552602_at",-0.0839661175675062,5.90211007999379,0.9157616778338
"1552604_at",0.0193245063999946,5.6459685638162,1
"1552605_s_at",0.0245412982810682,5.63673800041,1
"1552607_at",0.0324829940143906,5.72515026633234,1
"1552608_at",0.026047109047326,5.74652392159814,1
"1552609_s_at",0.0162289790003509,5.6206512077995,1
"1552610_a_at",-0.0846861158752143,5.85169264160005,1
"1552611_a_at",0.0299447665736671,6.06862805014094,0.985234514113613
"1552612_at",-0.207370699638263,5.88877694033786,0.812203701718445
"1552613_s_at",-0.352990016509107,5.92396412937289,0.402274769568019
"1552615_at",0.0622650302356987,5.8599180816053,0.995390105261376
"1552616_a_at",0.19754575079561,5.91756196490711,0.70381114143446
"1552617_a_at",-0.269526670745162,5.83762048867456,0.723073942184462
"1552618_at",-0.208645527854904,5.84446597009747,0.662175052763808
"1552619_a_at",0.422897278388802,5.94729455417678,0.265505923112863
"1552620_at",0.0266390400934472,5.89909287920244,1
"1552621_at",0.109460039866911,5.86281745955486,0.827402854902119
"1552622_s_at",0.164665827593375,5.88890320432951,0.732425460349815
"1552623_at",0.0160642290320634,5.69279462779015,0.994292448266494
"1552625_a_at",-0.206795429585893,5.87788067523238,0.707733707196699
"1552626_a_at",-0.390377484906402,5.81047142882693,0.457208247618086
"1552627_a_at",0.0878053315293144,5.9363788488261,0.886100086836919
"1552628_a_at",0.0792671280434529,5.84172006081956,0.86201211580249
"1552629_a_at",-0.140955633232263,5.84863508939675,0.897070769101785
"1552630_a_at",0.00396106928349844,5.77828737786829,1
"1552631_a_at",-0.0779783451512925,5.84468111557721,0.897070769101785
"1552632_a_at",-0.322605260733687,5.87605386095206,0.497928735095482
"1552633_at",-0.106557318161583,5.97471708226546,0.873314746490483
"1552634_a_at",-0.0827705229757003,5.88245662345335,0.874798635559764
"1552637_at",0.01297891071354,5.53092102157894,1
"1552639_at",-0.00574013431040817,5.62695049990988,1
"1552641_s_at",-0.00542892365803817,5.77841209684256,1
"1552643_at",0.0342823134436529,5.8939975343079,1
"1552644_a_at",0.183222000546203,6.08251812922993,0.588880043227559
"1552646_at",0.125509911302589,5.72455943407073,0.948355294382403
"1552648_a_at",0.0942861286234237,5.60761211513315,0.9217104034666
"1552649_a_at",0.415785011250013,5.92328722744136,0.262333904635252
"1552651_a_at",0.234676672265619,5.81002052992247,0.599227667782632
"1552652_at",-0.00590685876828552,5.86010977939412,1
"1552656_s_at",-0.312537049223193,6.06514526388399,0.462001410119921
"1552657_a_at",0.0282940204719163,5.64316278935841,1
"1552658_a_at",-0.310322790727773,5.90001565922713,0.541435566965017
"1552660_a_at",-0.342523507220591,5.87792110485272,0.497928735095482
"1552661_at",0.0305391670718323,5.88450780507273,0.95697747974167
"1552662_a_at",0.462319212680409,6.14122318827614,0.149942433749692
"1552663_a_at",-0.0802203755703894,5.90123452650621,0.978906344089112
"1552664_at",0.0650154177193818,5.79687322677694,1
"1552665_at",0.0171743265593467,5.62688756490614,1
"1552666_a_at",-0.548960026651731,6.06691484555719,0.146641986986046
"1552667_a_at",-0.336834524624246,5.88606426225855,0.449715755048642
"1552669_at",0.0140206207809206,5.58885509459528,1
"1552670_a_at",0.22613297879826,5.90263804410199,0.644637785898661
"1552671_a_at",-0.210789975161762,6.46848701016584,0.495393249946006
"1552672_a_at",-0.0565123703975733,5.57976063804885,1
"1552673_at",0.0181473759399893,5.57911056303128,0.974091737546961
"1552674_at",0.0199098920504422,5.85343774266777,1
"1552675_at",0.022097835556656,5.71238806489093,1
"1552676_at",-0.0196352389421505,5.68080316748487,1
"1552677_a_at",0.0459545327886247,5.89766829567289,1
"1552678_a_at",-0.0562249815601747,5.83279855817918,0.963992189961309
"1552680_a_at",0.0237810628500625,5.59675438493411,1
"1552682_a_at",0.0818126158192445,5.56761138558289,0.877833167176222
"1552684_a_at",-0.0559636940465664,5.73673219101066,0.974887002732011
"1552685_a_at",-0.254062197872242,5.66196795483384,0.737318752029782
"1552686_at",-0.0755249310667297,5.87216187710064,0.939053894598097
"1552687_a_at",0.0357448314692964,5.57121170583208,1
"1552689_at",-0.116358533361032,5.79397708929006,0.990836482209921
"1552690_a_at",0.0402889404486591,5.54639845787547,1
"1552691_at",0.0110999983301288,5.80070451264468,1
"1552693_at",0.0408368090346226,5.68925160256687,0.994292448266494
"1552694_at",-0.538301568299352,6.09349007412904,0.149019428942963
"1552695_a_at",-0.453305330356511,6.0081379332783,0.323635986032468
"1552696_at",-0.128146345608536,5.89837074941627,0.9157616778338
"1552698_at",-0.0499338942386919,5.89631812224461,0.978906344089112
"1552701_a_at",-0.315189210273048,5.97248025119098,0.479898035184079
"1552703_s_at",-0.0338611527578737,5.86072108060184,1
"1552705_at",-0.349770183568058,5.84795694113691,0.453630252665748
"1552708_a_at",-0.168002534623892,5.89495422019944,0.751584559038536
"1552711_a_at",-0.00151794423998534,5.78080300734991,1
"1552712_a_at",-0.275496332882499,5.87399191515027,0.649455243814375
"1552713_a_at",0.102017926100771,5.60557277047014,0.9217104034666
"1552714_at",-0.686439513953575,5.93517503559771,0.132882427997877
"1552715_a_at",-1.06803676445325,5.93316767083546,0.0375387101430328
"1552716_at",-0.117904502479065,5.91730769983954,0.853942278605491
"1552717_s_at",-0.0481348259167638,5.84207913390801,1
"1552718_at",0.00337478382513261,5.59483238551361,1
"1552719_at",0.121863562159652,5.87040030602274,0.827402854902119
"1552721_a_at",0.317435579774976,6.04493328458356,0.369720783032938
"1552722_at",-0.0694677997872429,6.47958940488732,0.943676874084155
"1552724_at",-0.111208967392108,5.82786024768416,0.963992189961309
"1552725_s_at",0.0825549720648185,5.89909319744527,0.857660402074048
"1552726_at",0.24416730260349,5.88922701019978,0.530902802719646
"1552727_s_at",-0.0636118079877496,5.93486548763861,0.954827263535477
"1552729_at",-0.0528164082332519,5.84258140854957,1
"1552730_at",0.0115123595437622,5.61366464831691,1
"1552731_at",0.0136879018422953,5.5983811926247,1
"1552732_at",0.00177370159901102,5.74397820573544,1
"1552733_at",0.122164775435841,5.83576772891889,0.795090527386548
"1552734_at",0.100744230368679,6.00564132046329,0.938291021021785
"1552735_at",0.220248631360528,5.8770119842486,0.670943971581374
"1552736_a_at",-0.692395951778457,5.88915001857983,0.147528224692815
"1552737_s_at",0.0218151172850058,5.81448355154216,1
"1552738_a_at",-0.012784759484544,5.90361619485281,1
"1552739_s_at",0.0641770305462292,5.97182457030675,0.912920820129146
"1552740_at",-0.00712932128477638,5.86714669233628,1
"1552742_at",0.314527487554088,5.97489945982667,0.426813004999801
"1552743_at",0.00335489187668605,5.54787461534502,1
"1552745_at",-0.00767948019029018,5.57649634951336,1
"1552747_a_at",0.0347365146762384,5.71143378492459,1
"1552749_a_at",0.0626029373653467,5.9860092404599,0.972299764979148
"1552750_at",-0.031965128538528,5.70090299084785,1
"1552751_a_at",-0.0109766636903483,5.83890692097821,1
"1552752_a_at",-0.216340595660637,5.88386306734065,0.649455243814375
"1552754_a_at",-0.1276641475518,5.85591969059768,0.831822383763055
"1552755_at",0.0208476440187032,5.61087609858522,1
"1552757_s_at",0.0126266941541987,5.58782281136224,1
"1552758_at",-0.0943397710486091,5.84850545662862,0.897070769101785
"1552760_at",-0.35942705017793,6.1122561210215,0.382406922063871
"1552761_at",0.0153643207719485,5.85886079764314,0.995390105261376
"1552763_at",-0.00620031436668367,5.68014165006553,1
"1552765_x_at",0.0375580788673735,5.70856101926483,1
"1552766_at",-0.449120725659549,6.0689067595315,0.239144771498863
"1552767_a_at",-0.250450715874405,5.89832275267811,0.541435566965017
"1552768_at",-0.146162089164136,5.73288747083381,0.974887002732011
"1552769_at",0.052841713718166,5.8731660433125,1
"1552770_s_at",-0.0892039502198056,5.84428519840145,0.897070769101785
"1552771_a_at",0.0186765117703435,5.5968834995234,1
"1552772_at",0.0123505512373842,5.61329839112951,1
"1552773_at",0.00242012377268367,5.61670240761458,1
"1552774_a_at",-0.305961632280986,5.94759942055272,0.485923067872198
"1552775_at",0.00665494250240557,5.79596318708145,1
"1552777_a_at",0.0334467375470397,5.69711030928304,0.994292448266494
"1552779_a_at",-0.133689232625591,5.92549224529257,0.793765390319374
"1552782_at",-0.226242088902484,5.93808804189286,0.679410081890016
"1552783_at",-0.0580395734326574,5.93898154982947,0.954827263535477
"1552785_at",-0.0635595559255547,5.83577573662651,0.963992189961309
"1552787_at",-0.146797991137269,5.85747697218268,0.831822383763055
"1552788_a_at",0.0556680091498771,5.80442683860677,1
"1552789_at",-0.0871903002134123,5.78141340599812,0.875356671237056
"1552790_a_at",-0.0603304713849827,5.74443725341966,1
"1552791_a_at",-0.0903881184632781,5.73015970120543,0.974887002732011
"1552792_at",-0.0705775356170236,5.86329587311278,1
"1552793_at",-0.129150183127962,5.83534451422273,0.963992189961309
"1552794_a_at",-0.0484791333784937,5.79810120129581,0.990836482209921
"1552796_a_at",0.0138737694242095,5.61779754140676,1
"1552797_s_at",0.0814073030387851,5.9100376439745,0.920598735972496
"1552798_a_at",0.285441462201665,6.18809320785216,0.455298212970515
"1552799_at",0.00870457179641093,5.5913315240712,1
"1552800_at",0.0777731226893828,5.92964641039041,0.824918175973047
"1552801_at",0.0943536123568104,5.69073879186681,0.994292448266494
"1552803_a_at",-0.111166636308316,5.88060617223128,0.874798635559764
"1552804_a_at",0.00166468260362501,5.75966569769939,1
"1552806_a_at",0.0507414763533129,6.01232379671712,0.996030543222388
"1552807_a_at",-0.0507238309970606,6.0232719710858,0.946824026171462
"1552808_at",0.00546376388905473,5.73552547138876,1
"1552809_at",0.204621912995296,5.89155880365454,0.732425460349815
"1552811_at",0.023560411342414,5.7356850507302,1
"1552812_a_at",0.106668478811889,5.85075524179463,0.928933536662043
"1552813_at",0.0780009789491283,5.649248987409,0.960113952695098
"1552814_a_at",0.00615041181585464,5.61802011284637,1
"1552816_at",-0.181481049258275,5.8879089705029,0.812203701718445
"1552818_a_at",0.0188535933934002,5.50855610306949,1
"1552819_at",-0.00460250987807811,5.60270838398427,1
"1552822_at",0.128661904122614,5.84117401554364,0.86201211580249
"1552825_at",-0.0356532037291778,5.83500555548415,0.963992189961309
"1552826_at",-0.0117978814305345,5.78908197819378,1
"1552827_s_at",0.00621994356280764,5.59603543779181,1
"1552828_at",0.0351019463809247,5.61355049033842,1
"1552829_at",0.1977411773984,6.08205177257147,0.588880043227559
"1552830_at",-0.0096994989522111,5.81802991691301,1
"1552833_at",0.0209284050356289,5.52987544223479,1
"1552834_at",0.0409047512383896,5.78321432764498,1
"1552835_at",0.0332315309604664,5.72422236590408,0.948355294382403
"1552836_at",0.0762298796576407,5.5549190277853,1
"1552837_at",0.00978357605065832,5.73113626325516,1
"1552839_at",0.0461122151550721,5.71782281208561,0.948355294382403
"1552841_s_at",0.0449808872162791,5.51446536950563,1
"1552842_at",-0.799898639374172,6.24747286439439,0.0610891407857991
"1552843_at",-0.0101113179363838,5.7129234208215,1
"1552845_at",0.278077081356239,5.60066276630691,0.747071714352747
"1552846_s_at",0.0664403904850676,5.78988170582137,0.938099267832064
"1552848_a_at",0.183935630109242,5.9786491236685,0.707377889878389
"1552849_at",-0.0886890677912971,5.90316803860336,0.9157616778338
"1552851_at",0.0147488579703802,5.57258707020314,1
"1552852_a_at",0.081074614298659,5.88517413157744,0.95697747974167
"1552853_at",0.00725890064858695,5.65246770740755,1
"1552854_a_at",0.0190368246213512,5.65850892433064,1
"1552856_at",-0.0469777989812798,5.73454954754296,0.974887002732011
"1552857_a_at",-0.01224223704907,5.61826574681167,1
"1552858_at",0.0128885268089416,5.87666489812348,1
"1552860_at",-0.0148568219130033,5.79721418952003,1
"1552862_at",0.242637393281851,5.70624033296601,0.610372163876217
"1552863_a_at",0.0083447281693634,5.87539271939167,1
"1552865_a_at",0.0870228973904399,5.47397088953858,1
"1552867_at",-0.0508629607062537,5.78583811862531,1
"1552868_at",-0.0525846852630706,5.83013526824082,1
"1552870_s_at",0.00936589446687133,5.74154726166779,1
"1552872_at",-0.0359128118550805,5.85121825323614,1
"1552873_s_at",0.0516063368938957,5.57880586800573,0.974091737546961
"1552875_a_at",0.0221402575380545,5.79246320723972,1
"1552876_at",0.00940723043169885,5.5964185252179,1
"1552877_s_at",0.0168603220951701,5.64275567760757,1
"1552878_at",-0.9528541698395,6.16444684242197,0.0217429364438506
"1552879_a_at",-0.602837875416664,6.11600761066302,0.103334324608144
"1552880_at",-0.31290682814104,5.79693635690478,0.565868905745923
"1552882_a_at",-0.109262351848147,5.80282648857096,0.920978637848735
"1552884_at",-0.021825044369798,5.58567628500719,1
"1552885_a_at",-0.142495082846676,5.827326526885,0.786712724616182
"1552887_at",0.00446878939700787,5.95545084853458,1
"1552889_a_at",-0.0250361460208094,5.90089142815283,1
"1552890_a_at",0.0162549392518343,5.59344568922008,1
"1552892_at",-0.0480397634594906,5.59802997497242,1
"1552893_at",-0.194712987306637,5.93812418533332,0.679410081890016
"1552895_a_at",-0.149934212448307,5.89519984763556,0.812203701718445
"1552897_a_at",-0.629274697071008,6.14332511319643,0.130412931630917
"1552898_a_at",-0.0631888918278059,5.53643413912108,1
"1552899_at",-0.0619568774548198,5.91134883176742,1
"1552900_a_at",0.0267695381956352,5.60737175629576,1
"1552902_a_at",-0.0971416709664178,5.80049470049598,0.990836482209921
"1552903_at",-0.0436553040854347,5.74136845228787,1
"1552904_at",-0.561269622728387,5.93838006313972,0.201827300197692
"1552906_at",-0.0200241010277662,5.84834871475771,1
