ID,Filter,Control,Disease,isUsed,Excluded,Note,KO.Gene,Note,org
GSE99039,,GSM2630758|GSM2630761|GSM2630769|GSM2630771|GSM2630772|GSM2630774|GSM2630777|GSM2630778|GSM2630779|GSM2630780|GSM2630783|GSM2630784|GSM2630785|GSM2630787|GSM2630788|GSM2630789|GSM2630790|GSM2630799|GSM2630800|GSM2630803|GSM2630810|GSM2630812|GSM2630816|GSM2630818|GSM2630830|GSM2630840|GSM2630843|GSM2630853|GSM2630855|GSM2630857|GSM2630861|GSM2630863|GSM2630864|GSM2630865|GSM2630866|GSM2630868|GSM2630869|GSM2630871|GSM2630872|GSM2630873|GSM2630874|GSM2630876|GSM2630877|GSM2630878|GSM2630879|GSM2630880|GSM2630881|GSM2630882|GSM2630883|GSM2630884|GSM2630885|GSM2630888|GSM2630896|GSM2630897|GSM2630899|GSM2630905|GSM2630906|GSM2630907|GSM2630908|GSM2630909|GSM2630910|GSM2630912|GSM2630913|GSM2630916|GSM2630917|GSM2630922|GSM2630923|GSM2630924|GSM2630925|GSM2630927|GSM2630928|GSM2630929|GSM2630930|GSM2630932|GSM2630958|GSM2630961|GSM2630965|GSM2630971|GSM2630974|GSM2630980|GSM2630984|GSM2630990|GSM2630993|GSM2630999|GSM2631001|GSM2631005|GSM2631010|GSM2631011|GSM2631012|GSM2631015|GSM2631016|GSM2631017|GSM2631020|GSM2631022|GSM2631023|GSM2631024|GSM2631025|GSM2631026|GSM2631027|GSM2631028|GSM2631029|GSM2631031|GSM2631032|GSM2631033|GSM2631037|GSM2631038|GSM2631039|GSM2631040|GSM2631041|GSM2631042|GSM2631043|GSM2631044|GSM2631045|GSM2631046|GSM2631047|GSM2631049|GSM2631054|GSM2631055|GSM2631056|GSM2631057|GSM2631058|GSM2631059|GSM2631061|GSM2631064|GSM2631065|GSM2631068|GSM2631070|GSM2631072|GSM2631073|GSM2631074|GSM2631075|GSM2631076|GSM2631077|GSM2631079|GSM2631080|GSM2631081|GSM2631082|GSM2631083|GSM2631084|GSM2631085|GSM2631091|GSM2631100|GSM2631101|GSM2631102|GSM2631103|GSM2631105|GSM2631109|GSM2631110|GSM2631111|GSM2631112|GSM2631116|GSM2631118|GSM2631121|GSM2631122|GSM2631123|GSM2631125|GSM2631126|GSM2631130|GSM2631131|GSM2631132|GSM2631133|GSM2631135|GSM2631136|GSM2631137|GSM2631138|GSM2631140|GSM2631142|GSM2631143|GSM2631149|GSM2631152|GSM2631153|GSM2631158|GSM2631159|GSM2631161|GSM2631162|GSM2631163|GSM2631165|GSM2631167|GSM2631172|GSM2631173|GSM2631175|GSM2631176|GSM2631177|GSM2631179|GSM2631180|GSM2631181|GSM2631185|GSM2631191|GSM2631194|GSM2631195|GSM2631196|GSM2631197|GSM2631198|GSM2631221|GSM2631227|GSM2631230|GSM2631231|GSM2631232|GSM2631234|GSM2631235|GSM2631236|GSM2631237|GSM2631238|GSM2631239|GSM2631240|GSM2631241|GSM2631242|GSM2631243|GSM2631248|GSM2631252|GSM2631272|GSM2631273|GSM2631274|GSM2631275|GSM2631276|GSM2631277|GSM2631278|GSM2631279|GSM2631280|GSM2631281|GSM2631283|GSM2631284|GSM2631287|GSM2631289|GSM2631295|GSM2631298|GSM2631300|GSM2631301|GSM2631304|GSM2631305|GSM2631306|GSM2631310|GSM2631312,GSM2630759|GSM2630760|GSM2630762|GSM2630763|GSM2630764|GSM2630765|GSM2630766|GSM2630768|GSM2630770|GSM2630773|GSM2630781|GSM2630791|GSM2630793|GSM2630794|GSM2630795|GSM2630801|GSM2630802|GSM2630804|GSM2630805|GSM2630806|GSM2630807|GSM2630813|GSM2630815|GSM2630817|GSM2630821|GSM2630822|GSM2630823|GSM2630824|GSM2630825|GSM2630826|GSM2630827|GSM2630828|GSM2630829|GSM2630835|GSM2630837|GSM2630838|GSM2630839|GSM2630841|GSM2630842|GSM2630854|GSM2630856|GSM2630862|GSM2630867|GSM2630870|GSM2630886|GSM2630890|GSM2630891|GSM2630892|GSM2630893|GSM2630895|GSM2630898|GSM2630900|GSM2630901|GSM2630902|GSM2630903|GSM2630904|GSM2630911|GSM2630914|GSM2630915|GSM2630918|GSM2630921|GSM2630931|GSM2630938|GSM2630939|GSM2630940|GSM2630941|GSM2630942|GSM2630944|GSM2630945|GSM2630947|GSM2630948|GSM2630949|GSM2630950|GSM2630951|GSM2630956|GSM2630957|GSM2630959|GSM2630960|GSM2630964|GSM2630966|GSM2630967|GSM2630968|GSM2630969|GSM2630970|GSM2630972|GSM2630973|GSM2630975|GSM2630976|GSM2630977|GSM2630978|GSM2630979|GSM2630981|GSM2630982|GSM2630983|GSM2630985|GSM2630986|GSM2630988|GSM2630989|GSM2630991|GSM2630992|GSM2630994|GSM2630995|GSM2630997|GSM2630998|GSM2631002|GSM2631003|GSM2631004|GSM2631006|GSM2631007|GSM2631008|GSM2631009|GSM2631013|GSM2631014|GSM2631019|GSM2631021|GSM2631030|GSM2631035|GSM2631036|GSM2631048|GSM2631050|GSM2631051|GSM2631052|GSM2631053|GSM2631060|GSM2631066|GSM2631067|GSM2631071|GSM2631078|GSM2631089|GSM2631090|GSM2631094|GSM2631095|GSM2631096|GSM2631097|GSM2631099|GSM2631104|GSM2631106|GSM2631107|GSM2631108|GSM2631114|GSM2631115|GSM2631117|GSM2631119|GSM2631120|GSM2631124|GSM2631127|GSM2631128|GSM2631129|GSM2631134|GSM2631144|GSM2631146|GSM2631148|GSM2631150|GSM2631151|GSM2631154|GSM2631155|GSM2631156|GSM2631157|GSM2631160|GSM2631164|GSM2631166|GSM2631168|GSM2631169|GSM2631170|GSM2631178|GSM2631182|GSM2631183|GSM2631184|GSM2631186|GSM2631187|GSM2631188|GSM2631189|GSM2631190|GSM2631192|GSM2631200|GSM2631220|GSM2631224|GSM2631225|GSM2631244|GSM2631245|GSM2631246|GSM2631247|GSM2631249|GSM2631253|GSM2631254|GSM2631256|GSM2631257|GSM2631258|GSM2631259|GSM2631260|GSM2631261|GSM2631262|GSM2631263|GSM2631264|GSM2631265|GSM2631266|GSM2631267|GSM2631268|GSM2631269|GSM2631271|GSM2631290|GSM2631291|GSM2631293|GSM2631296|GSM2631297,1,,,Parkinson's disease,,hsa
GSE20146,,cm|cf,pm|pf,1,,,Parkinson's disease,,hsa
GSE20292,,cm|cf,pm|pf,1,,,Parkinson's disease,,hsa
GSE8397,frontal,control,disease,1,,,Parkinson's disease,,hsa
GSE8397,Lateral,control,disease,1,,,Parkinson's disease,,hsa
GSE8397,Medial,control,disease,1,"GSM208652,GSM208699	",,Parkinson's disease,,hsa
GSE3790,CN,GSM86787|GSM86789|GSM86791|GSM86793|GSM86795|GSM86796|GSM86798|GSM86799|GSM86801|GSM86802|GSM86803|GSM86808|GSM86812|GSM86814|GSM86816|GSM86817|GSM86818|GSM86819|GSM86820|GSM86821|GSM86822|GSM86823|GSM86824|GSM86825|GSM86826|GSM86827|GSM86828|GSM86829|GSM86830|GSM86831|GSM86832|GSM86833|GSM86929|GSM86931|GSM86933|GSM86937|GSM86938|GSM86939|GSM86940|GSM86942|GSM86943|GSM86947|GSM86948|GSM86951|GSM86957|GSM86958|GSM86959|GSM86960|GSM86961|GSM86962|GSM86963|GSM86964|GSM86965|GSM86966|GSM86967|GSM86968|GSM86969|GSM86970|GSM86971|GSM86972|GSM87058|GSM87064|GSM87065|GSM87066|GSM87071|GSM87072|GSM87073|GSM87074|GSM87075|GSM87085|GSM87086|GSM87087|GSM87088|GSM87089|GSM87090|GSM87091|GSM87092|GSM87093|GSM87094|GSM87095|GSM87096|GSM87097|GSM87098|GSM87099|GSM87100|GSM87101|GSM87102|GSM86857|GSM86859|GSM86861|GSM86863|GSM86865|GSM86866|GSM86868|GSM86869|GSM86871|GSM86872|GSM86873|GSM86878|GSM86882|GSM86884|GSM86886|GSM86887|GSM86888|GSM86889|GSM86890|GSM86891|GSM86892|GSM86893|GSM86894|GSM86895|GSM86896|GSM86897|GSM86898|GSM86899|GSM86900|GSM86901|GSM86902|GSM86903|GSM86994|GSM86996|GSM86998|GSM87002|GSM87003|GSM87004|GSM87005|GSM87007|GSM87008|GSM87012|GSM87013|GSM87016|GSM87022|GSM87023|GSM87024|GSM87025|GSM87026|GSM87027|GSM87028|GSM87029|GSM87030|GSM87031|GSM87032|GSM87033|GSM87034|GSM87035|GSM87036|GSM87037|GSM87038|GSM87124|GSM87130|GSM87131|GSM87132|GSM87137|GSM87138|GSM87139|GSM87140|GSM87141|GSM87151|GSM87152|GSM87153|GSM87154|GSM87155|GSM87156|GSM87157|GSM87158|GSM87159|GSM87160|GSM87161|GSM87162|GSM87163|GSM87164|GSM87165|GSM87166|GSM87167|GSM87168|GSM87169,GSM86788|GSM86790|GSM86792|GSM86794|GSM86797|GSM86800|GSM86804|GSM86805|GSM86806|GSM86807|GSM86809|GSM86810|GSM86811|GSM86813|GSM86815|GSM86834|GSM86835|GSM86836|GSM86837|GSM86838|GSM86839|GSM86840|GSM86841|GSM86842|GSM86843|GSM86844|GSM86845|GSM86846|GSM86847|GSM86848|GSM86849|GSM86850|GSM86851|GSM86852|GSM86853|GSM86854|GSM86855|GSM86856|GSM86927|GSM86928|GSM86930|GSM86932|GSM86934|GSM86935|GSM86936|GSM86941|GSM86944|GSM86945|GSM86946|GSM86949|GSM86950|GSM86952|GSM86953|GSM86954|GSM86955|GSM86956|GSM86973|GSM86974|GSM86975|GSM86976|GSM86977|GSM86978|GSM86979|GSM86980|GSM86981|GSM86982|GSM86983|GSM86984|GSM86985|GSM86986|GSM86987|GSM86988|GSM86989|GSM86990|GSM86991|GSM87059|GSM87060|GSM87061|GSM87062|GSM87063|GSM87067|GSM87068|GSM87069|GSM87070|GSM87076|GSM87077|GSM87078|GSM87079|GSM87080|GSM87081|GSM87082|GSM87083|GSM87084|GSM87103|GSM87104|GSM87105|GSM87106|GSM87107|GSM87108|GSM87109|GSM87110|GSM87111|GSM87112|GSM87113|GSM87114|GSM87115|GSM87116|GSM87117|GSM87118|GSM87119|GSM87120|GSM87121|GSM87122|GSM87123|GSM86858|GSM86860|GSM86862|GSM86864|GSM86867|GSM86870|GSM86874|GSM86875|GSM86876|GSM86877|GSM86879|GSM86880|GSM86881|GSM86883|GSM86885|GSM86904|GSM86905|GSM86906|GSM86907|GSM86908|GSM86909|GSM86910|GSM86911|GSM86912|GSM86913|GSM86914|GSM86915|GSM86916|GSM86917|GSM86918|GSM86919|GSM86920|GSM86921|GSM86922|GSM86923|GSM86924|GSM86925|GSM86926|GSM86992|GSM86993|GSM86995|GSM86997|GSM86999|GSM87000|GSM87001|GSM87006|GSM87009|GSM87010|GSM87011|GSM87014|GSM87015|GSM87017|GSM87018|GSM87019|GSM87020|GSM87021|GSM87039|GSM87040|GSM87041|GSM87042|GSM87043|GSM87044|GSM87045|GSM87046|GSM87047|GSM87048|GSM87049|GSM87050|GSM87051|GSM87052|GSM87053|GSM87054|GSM87055|GSM87056|GSM87057|GSM87125|GSM87126|GSM87127|GSM87128|GSM87129|GSM87133|GSM87134|GSM87135|GSM87136|GSM87142|GSM87143|GSM87144|GSM87145|GSM87146|GSM87147|GSM87148|GSM87149|GSM87150|GSM87170|GSM87171|GSM87172|GSM87173|GSM87174|GSM87175|GSM87176|GSM87177|GSM87178|GSM87179|GSM87180|GSM87181|GSM87182|GSM87183|GSM87184|GSM87185|GSM87186|GSM87187|GSM87188|GSM87189|GSM87190,1,,,Huntington's disease,,hsa
GSE3790,FC,GSM86787|GSM86789|GSM86791|GSM86793|GSM86795|GSM86796|GSM86798|GSM86799|GSM86801|GSM86802|GSM86803|GSM86808|GSM86812|GSM86814|GSM86816|GSM86817|GSM86818|GSM86819|GSM86820|GSM86821|GSM86822|GSM86823|GSM86824|GSM86825|GSM86826|GSM86827|GSM86828|GSM86829|GSM86830|GSM86831|GSM86832|GSM86833|GSM86929|GSM86931|GSM86933|GSM86937|GSM86938|GSM86939|GSM86940|GSM86942|GSM86943|GSM86947|GSM86948|GSM86951|GSM86957|GSM86958|GSM86959|GSM86960|GSM86961|GSM86962|GSM86963|GSM86964|GSM86965|GSM86966|GSM86967|GSM86968|GSM86969|GSM86970|GSM86971|GSM86972|GSM87058|GSM87064|GSM87065|GSM87066|GSM87071|GSM87072|GSM87073|GSM87074|GSM87075|GSM87085|GSM87086|GSM87087|GSM87088|GSM87089|GSM87090|GSM87091|GSM87092|GSM87093|GSM87094|GSM87095|GSM87096|GSM87097|GSM87098|GSM87099|GSM87100|GSM87101|GSM87102|GSM86857|GSM86859|GSM86861|GSM86863|GSM86865|GSM86866|GSM86868|GSM86869|GSM86871|GSM86872|GSM86873|GSM86878|GSM86882|GSM86884|GSM86886|GSM86887|GSM86888|GSM86889|GSM86890|GSM86891|GSM86892|GSM86893|GSM86894|GSM86895|GSM86896|GSM86897|GSM86898|GSM86899|GSM86900|GSM86901|GSM86902|GSM86903|GSM86994|GSM86996|GSM86998|GSM87002|GSM87003|GSM87004|GSM87005|GSM87007|GSM87008|GSM87012|GSM87013|GSM87016|GSM87022|GSM87023|GSM87024|GSM87025|GSM87026|GSM87027|GSM87028|GSM87029|GSM87030|GSM87031|GSM87032|GSM87033|GSM87034|GSM87035|GSM87036|GSM87037|GSM87038|GSM87124|GSM87130|GSM87131|GSM87132|GSM87137|GSM87138|GSM87139|GSM87140|GSM87141|GSM87151|GSM87152|GSM87153|GSM87154|GSM87155|GSM87156|GSM87157|GSM87158|GSM87159|GSM87160|GSM87161|GSM87162|GSM87163|GSM87164|GSM87165|GSM87166|GSM87167|GSM87168|GSM87169,GSM86788|GSM86790|GSM86792|GSM86794|GSM86797|GSM86800|GSM86804|GSM86805|GSM86806|GSM86807|GSM86809|GSM86810|GSM86811|GSM86813|GSM86815|GSM86834|GSM86835|GSM86836|GSM86837|GSM86838|GSM86839|GSM86840|GSM86841|GSM86842|GSM86843|GSM86844|GSM86845|GSM86846|GSM86847|GSM86848|GSM86849|GSM86850|GSM86851|GSM86852|GSM86853|GSM86854|GSM86855|GSM86856|GSM86927|GSM86928|GSM86930|GSM86932|GSM86934|GSM86935|GSM86936|GSM86941|GSM86944|GSM86945|GSM86946|GSM86949|GSM86950|GSM86952|GSM86953|GSM86954|GSM86955|GSM86956|GSM86973|GSM86974|GSM86975|GSM86976|GSM86977|GSM86978|GSM86979|GSM86980|GSM86981|GSM86982|GSM86983|GSM86984|GSM86985|GSM86986|GSM86987|GSM86988|GSM86989|GSM86990|GSM86991|GSM87059|GSM87060|GSM87061|GSM87062|GSM87063|GSM87067|GSM87068|GSM87069|GSM87070|GSM87076|GSM87077|GSM87078|GSM87079|GSM87080|GSM87081|GSM87082|GSM87083|GSM87084|GSM87103|GSM87104|GSM87105|GSM87106|GSM87107|GSM87108|GSM87109|GSM87110|GSM87111|GSM87112|GSM87113|GSM87114|GSM87115|GSM87116|GSM87117|GSM87118|GSM87119|GSM87120|GSM87121|GSM87122|GSM87123|GSM86858|GSM86860|GSM86862|GSM86864|GSM86867|GSM86870|GSM86874|GSM86875|GSM86876|GSM86877|GSM86879|GSM86880|GSM86881|GSM86883|GSM86885|GSM86904|GSM86905|GSM86906|GSM86907|GSM86908|GSM86909|GSM86910|GSM86911|GSM86912|GSM86913|GSM86914|GSM86915|GSM86916|GSM86917|GSM86918|GSM86919|GSM86920|GSM86921|GSM86922|GSM86923|GSM86924|GSM86925|GSM86926|GSM86992|GSM86993|GSM86995|GSM86997|GSM86999|GSM87000|GSM87001|GSM87006|GSM87009|GSM87010|GSM87011|GSM87014|GSM87015|GSM87017|GSM87018|GSM87019|GSM87020|GSM87021|GSM87039|GSM87040|GSM87041|GSM87042|GSM87043|GSM87044|GSM87045|GSM87046|GSM87047|GSM87048|GSM87049|GSM87050|GSM87051|GSM87052|GSM87053|GSM87054|GSM87055|GSM87056|GSM87057|GSM87125|GSM87126|GSM87127|GSM87128|GSM87129|GSM87133|GSM87134|GSM87135|GSM87136|GSM87142|GSM87143|GSM87144|GSM87145|GSM87146|GSM87147|GSM87148|GSM87149|GSM87150|GSM87170|GSM87171|GSM87172|GSM87173|GSM87174|GSM87175|GSM87176|GSM87177|GSM87178|GSM87179|GSM87180|GSM87181|GSM87182|GSM87183|GSM87184|GSM87185|GSM87186|GSM87187|GSM87188|GSM87189|GSM87190,1,,,Huntington's disease,,hsa
GSE3790,CB,GSM86787|GSM86789|GSM86791|GSM86793|GSM86795|GSM86796|GSM86798|GSM86799|GSM86801|GSM86802|GSM86803|GSM86808|GSM86812|GSM86814|GSM86816|GSM86817|GSM86818|GSM86819|GSM86820|GSM86821|GSM86822|GSM86823|GSM86824|GSM86825|GSM86826|GSM86827|GSM86828|GSM86829|GSM86830|GSM86831|GSM86832|GSM86833|GSM86929|GSM86931|GSM86933|GSM86937|GSM86938|GSM86939|GSM86940|GSM86942|GSM86943|GSM86947|GSM86948|GSM86951|GSM86957|GSM86958|GSM86959|GSM86960|GSM86961|GSM86962|GSM86963|GSM86964|GSM86965|GSM86966|GSM86967|GSM86968|GSM86969|GSM86970|GSM86971|GSM86972|GSM87058|GSM87064|GSM87065|GSM87066|GSM87071|GSM87072|GSM87073|GSM87074|GSM87075|GSM87085|GSM87086|GSM87087|GSM87088|GSM87089|GSM87090|GSM87091|GSM87092|GSM87093|GSM87094|GSM87095|GSM87096|GSM87097|GSM87098|GSM87099|GSM87100|GSM87101|GSM87102|GSM86857|GSM86859|GSM86861|GSM86863|GSM86865|GSM86866|GSM86868|GSM86869|GSM86871|GSM86872|GSM86873|GSM86878|GSM86882|GSM86884|GSM86886|GSM86887|GSM86888|GSM86889|GSM86890|GSM86891|GSM86892|GSM86893|GSM86894|GSM86895|GSM86896|GSM86897|GSM86898|GSM86899|GSM86900|GSM86901|GSM86902|GSM86903|GSM86994|GSM86996|GSM86998|GSM87002|GSM87003|GSM87004|GSM87005|GSM87007|GSM87008|GSM87012|GSM87013|GSM87016|GSM87022|GSM87023|GSM87024|GSM87025|GSM87026|GSM87027|GSM87028|GSM87029|GSM87030|GSM87031|GSM87032|GSM87033|GSM87034|GSM87035|GSM87036|GSM87037|GSM87038|GSM87124|GSM87130|GSM87131|GSM87132|GSM87137|GSM87138|GSM87139|GSM87140|GSM87141|GSM87151|GSM87152|GSM87153|GSM87154|GSM87155|GSM87156|GSM87157|GSM87158|GSM87159|GSM87160|GSM87161|GSM87162|GSM87163|GSM87164|GSM87165|GSM87166|GSM87167|GSM87168|GSM87169,GSM86788|GSM86790|GSM86792|GSM86794|GSM86797|GSM86800|GSM86804|GSM86805|GSM86806|GSM86807|GSM86809|GSM86810|GSM86811|GSM86813|GSM86815|GSM86834|GSM86835|GSM86836|GSM86837|GSM86838|GSM86839|GSM86840|GSM86841|GSM86842|GSM86843|GSM86844|GSM86845|GSM86846|GSM86847|GSM86848|GSM86849|GSM86850|GSM86851|GSM86852|GSM86853|GSM86854|GSM86855|GSM86856|GSM86927|GSM86928|GSM86930|GSM86932|GSM86934|GSM86935|GSM86936|GSM86941|GSM86944|GSM86945|GSM86946|GSM86949|GSM86950|GSM86952|GSM86953|GSM86954|GSM86955|GSM86956|GSM86973|GSM86974|GSM86975|GSM86976|GSM86977|GSM86978|GSM86979|GSM86980|GSM86981|GSM86982|GSM86983|GSM86984|GSM86985|GSM86986|GSM86987|GSM86988|GSM86989|GSM86990|GSM86991|GSM87059|GSM87060|GSM87061|GSM87062|GSM87063|GSM87067|GSM87068|GSM87069|GSM87070|GSM87076|GSM87077|GSM87078|GSM87079|GSM87080|GSM87081|GSM87082|GSM87083|GSM87084|GSM87103|GSM87104|GSM87105|GSM87106|GSM87107|GSM87108|GSM87109|GSM87110|GSM87111|GSM87112|GSM87113|GSM87114|GSM87115|GSM87116|GSM87117|GSM87118|GSM87119|GSM87120|GSM87121|GSM87122|GSM87123|GSM86858|GSM86860|GSM86862|GSM86864|GSM86867|GSM86870|GSM86874|GSM86875|GSM86876|GSM86877|GSM86879|GSM86880|GSM86881|GSM86883|GSM86885|GSM86904|GSM86905|GSM86906|GSM86907|GSM86908|GSM86909|GSM86910|GSM86911|GSM86912|GSM86913|GSM86914|GSM86915|GSM86916|GSM86917|GSM86918|GSM86919|GSM86920|GSM86921|GSM86922|GSM86923|GSM86924|GSM86925|GSM86926|GSM86992|GSM86993|GSM86995|GSM86997|GSM86999|GSM87000|GSM87001|GSM87006|GSM87009|GSM87010|GSM87011|GSM87014|GSM87015|GSM87017|GSM87018|GSM87019|GSM87020|GSM87021|GSM87039|GSM87040|GSM87041|GSM87042|GSM87043|GSM87044|GSM87045|GSM87046|GSM87047|GSM87048|GSM87049|GSM87050|GSM87051|GSM87052|GSM87053|GSM87054|GSM87055|GSM87056|GSM87057|GSM87125|GSM87126|GSM87127|GSM87128|GSM87129|GSM87133|GSM87134|GSM87135|GSM87136|GSM87142|GSM87143|GSM87144|GSM87145|GSM87146|GSM87147|GSM87148|GSM87149|GSM87150|GSM87170|GSM87171|GSM87172|GSM87173|GSM87174|GSM87175|GSM87176|GSM87177|GSM87178|GSM87179|GSM87180|GSM87181|GSM87182|GSM87183|GSM87184|GSM87185|GSM87186|GSM87187|GSM87188|GSM87189|GSM87190,1,,,Huntington's disease,,hsa
GSE1751,,N,HD,0,,,Huntington's disease,,hsa
